"full_text","reply_count","retweet_count","favorite_count","url","created_at"
"“Quien controla los medios de comunicación, controla las mentes”. 
Jim Morrison
#Fuedicho https://t.co/Ld0Ac12n61","21","499","1724","https://twitter.com/fuedicho/status/1529341535287971840","2022-05-25T06:00:10.000Z"
"""Lucha por las cosas que te importan, pero hazlo de una manera que llevará a otros a unirse a ti"". 
Ruth Bader Ginsburg
#Fuedicho https://t.co/UdwiCqgulA","2","130","619","https://twitter.com/fuedicho/status/1529326412536086528","2022-05-25T05:00:04.000Z"
"""La juventud es una enfermedad que se cura con los años"".
George Bernard Shaw
#Fuedicho https://t.co/286Jk3I6YP","7","176","892","https://twitter.com/fuedicho/status/1529311318095941632","2022-05-25T04:00:06.000Z"
"""La seguridad es, básicamente, una superstición"".
Helen Keller
#Fuedicho https://t.co/d6bcIf6mpU","1","77","345","https://twitter.com/fuedicho/status/1529296208639950848","2022-05-25T03:00:03.000Z"
"""Normalmente, aquellos que poseen un gran talento, son ingenuos"".
Montesquieu
#Fuedicho https://t.co/c1Ud1k2CEP","14","478","2488","https://twitter.com/fuedicho/status/1529281130767294466","2022-05-25T02:00:08.000Z"
"""La ciencia será siempre una búsqueda, jamás un descubrimiento real. Es un viaje, nunca una llegada"". 
Karl Popper
#Fuedicho https://t.co/CxlS7Q2XQS","4","192","723","https://twitter.com/fuedicho/status/1529266014202040325","2022-05-25T01:00:04.000Z"
"“Si nuestra mente se ve dominada por el enojo, desperdiciaremos la mejor  parte del cerebro humano: la sabiduría, la capacidad de discernir y decidir lo que está bien o mal”.
Dalai Lama
#Fuedicho https://t.co/ISPFECylHK","3","543","1933","https://twitter.com/fuedicho/status/1529250974128295936","2022-05-25T00:00:18.000Z"
"""La capacidad de reír juntos es el amor"".
Françoise Sagan
#Fuedicho https://t.co/sI5qF01DbE","6","82","438","https://twitter.com/fuedicho/status/1529235838625796099","2022-05-24T23:00:10.000Z"
"""En una rosa caben todas las primaveras"" .
Antonio Gala 
#Fuedicho https://t.co/dnhwEPDSSG","2","70","422","https://twitter.com/fuedicho/status/1529220771603791876","2022-05-24T22:00:18.000Z"
"“Estoy aquí porque no estoy en ninguna otra parte”.
Mario Moreno (Cantinflas)
#Fuedicho https://t.co/Ap0eFGajWj","5","114","548","https://twitter.com/fuedicho/status/1529205694615932939","2022-05-24T21:00:23.000Z"
"""Todo el mundo quiere ser apreciado, así que, si aprecias a alguien, no conviertas eso en un secreto"".
Mary Kay Ash
#Fuedicho https://t.co/Du00mjL9gs","4","69","333","https://twitter.com/fuedicho/status/1529190680857296896","2022-05-24T20:00:43.000Z"
"""El  modo  de  dar  una  vez  en  el  clavo  es  dar  cien  veces  en  la  herradura"".  
Miguel  de  Unamuno
#Fuedicho https://t.co/8nBbPfpLQR","1","139","651","https://twitter.com/fuedicho/status/1529175512848994305","2022-05-24T19:00:27.000Z"
"""De nada sirve decir “Lo estamos haciendo lo mejor posible”. Tienes que hacer lo que sea necesario para tener éxito"".
Winston Churchill
#Fuedicho https://t.co/HwMwESO5Qe","6","416","1478","https://twitter.com/fuedicho/status/1529168434252201984","2022-05-24T18:32:19.000Z"
"""La libertad está en ser dueños de nuestra propia vida"".
Platón
#Fuedicho https://t.co/XviaEd2shu","5","248","1008","https://twitter.com/fuedicho/status/1529160503796326400","2022-05-24T18:00:49.000Z"
"""De todos los peligros, el mayor es subestimar al enemigo"".
Pearl S. Buck
#Fuedicho https://t.co/61gxS6EVrf","1","144","622","https://twitter.com/fuedicho/status/1529153161738469378","2022-05-24T17:31:38.000Z"
"“Tu peor enemigo no te puede dañar tanto como tus propios pensamientos. Ni tu padre, ni tu madre, ni tu amigo más querido, te pueden ayudar tanto  como tu propia mente disciplinada”.
Buda
#Fuedicho https://t.co/Xf6QHf0ZYa","23","2154","8063","https://twitter.com/fuedicho/status/1529145338694713344","2022-05-24T17:00:33.000Z"
"""Las palabras cortas son mejores y las palabras antiguas las mejores de todas"".
Winston Churchill
#Fuedicho https://t.co/wLIGy0WFil","5","125","632","https://twitter.com/fuedicho/status/1529130388613910528","2022-05-24T16:01:09.000Z"
"""Tienes más cualidades de lo que tú mismo crees; pero para saber si son de oro bueno las monedas, hay que hacerlas rodar, hacerlas circular. Gasta tu tesoro""
Gregorio Marañón
#Fuedicho https://t.co/rUzKyw8bry","0","81","295","https://twitter.com/fuedicho/status/1529115169862844418","2022-05-24T15:00:40.000Z"
"""Se puede matar al soñador, pero no al sueño"".
Ralph David Abernathy
#Fuedicho https://t.co/NpCCXr0GQ5","5","119","600","https://twitter.com/fuedicho/status/1529100103260200961","2022-05-24T14:00:48.000Z"
"""Quien es nuevo en el poder siempre es duro"".
Esquilo
#Fuedicho https://t.co/u7amm3wtL3","0","53","350","https://twitter.com/fuedicho/status/1529084904352497664","2022-05-24T13:00:24.000Z"
"“Hay un secreto para vivir feliz con la persona amada: no pretender modificarla”.
Dante Alighieri
#Fuedicho https://t.co/iFFVeX41Hs","16","873","4218","https://twitter.com/fuedicho/status/1529084904138489858","2022-05-24T13:00:24.000Z"
"""La educación es el arma más poderosa para cambiar el mundo"".
Nelson Mandela
#Fuedicho https://t.co/RR4bC7B4iz","19","650","2444","https://twitter.com/fuedicho/status/1529069863494422529","2022-05-24T12:00:38.000Z"
"“Educar a un niño no es hacerle aprender algo que no sabía, sino hacer de él alguien que no existía”.
John Ruskin
#Fuedicho https://t.co/AtzMPhO4Yz","5","346","1372","https://twitter.com/fuedicho/status/1529054670760591361","2022-05-24T11:00:16.000Z"
"""Por bien que se hable, cuando se habla demasiado, siempre se acaban diciendo tonterías"".
Alejandro Dumas
#Fuedicho https://t.co/d6t4097gG5","15","454","2358","https://twitter.com/fuedicho/status/1529039598915141634","2022-05-24T10:00:23.000Z"
"""La independencia es felicidad"".
Susan B. Anthony
#Fuedicho https://t.co/3Xt0CsgqcU","0","45","272","https://twitter.com/fuedicho/status/1529024466143027202","2022-05-24T09:00:15.000Z"
"""Nadie tiene tanto poder como para evitar la muerte y vivir para siempre.  De la batalla entre la vida y la muerte nadie se libra, ni siquiera los  malvados"".
Rey Salomón
#Fuedicho https://t.co/Qq7UbBxVaa","3","164","636","https://twitter.com/fuedicho/status/1529009378761793536","2022-05-24T08:00:18.000Z"
"""No hay nada imposible para aquel que lo intenta"".
Alejandro Magno 
#Fuedicho https://t.co/bi68o63Kgv","22","844","3889","https://twitter.com/fuedicho/status/1528994248275771392","2022-05-24T07:00:10.000Z"
"""Imposible es una palabra que solo se encuentra en el diccionario de los necios"". 
Napoleón Bonaparte
#Fuedicho https://t.co/BOeHavqiVu","0","129","552","https://twitter.com/fuedicho/status/1528979150047952898","2022-05-24T06:00:11.000Z"
"“Cuidado con el hombre que habla de poner las cosas en orden. Poner las cosas en orden siempre significa poner las cosas bajo su control”. 
Denis Diderot
#Fuedicho https://t.co/HVpNjh2WIx","13","1007","3128","https://twitter.com/fuedicho/status/1528964030269890560","2022-05-24T05:00:06.000Z"
